OPEN_TIME,OPEN,HIGH,LOW,CLOSE,VOLUME,CLOSE_TIME,QUOTE_VOL,NUM_TRADES,TAKE_BASE_VOL,TAKE_QUOTE_VOL,EXTRA
1499990400000,0.00005000,0.00005480,0.00001000,0.00004537,11182053.00000000,1500033599999,510.05655603,2506,7569582.00000000,345.15776686,87181477.15147835
1500033600000,0.00004406,0.00004700,0.00003871,0.00003871,974410.00000000,1500076799999,41.62396505,289,170115.00000000,7.58793387,87433964.27346950
1500076800000,0.00003871,0.00003960,0.00003102,0.00003800,2793960.00000000,1500119999999,103.32150928,525,1213363.00000000,46.13454037,98362810.37446950
1500120000000,0.00003790,0.00003990,0.00003617,0.00003803,816691.00000000,1500163199999,31.53767529,173,429844.00000000,16.79580282,98378406.25346950
1500163200000,0.00003807,0.00004263,0.00003710,0.00004010,1926725.00000000,1500206399999,76.57573227,282,1184237.00000000,47.41174687,98621658.18446950
1500206400000,0.00003990,0.00003990,0.00003915,0.00003915,282980.00000000,1500249599999,11.18884444,51,22027.00000000,0.87813630,98609964.18446950
1500249600000,0.00003915,0.00004390,0.00003756,0.00004250,1947940.00000000,1500292799999,80.35920431,267,1074806.00000000,45.23845452,98943236.30986950
1500292800000,0.00004249,0.00004250,0.00004050,0.00004050,186083.00000000,1500335999999,7.69657259,50,51793.00000000,2.16900880,98956088.02986950
1500336000000,0.00004051,0.00004600,0.00004050,0.00004152,1219855.00000000,1500379199999,52.64072744,223,573361.00000000,25.02913042,99075300.73186950
1500379200000,0.00004151,0.00004250,0.00003750,0.00003750,1616217.00000000,1500422399999,65.10333745,210,657300.00000000,27.14814186,99110713.92989950
1500422400000,0.00004184,0.00005198,0.00004150,0.00004698,3148854.00000000,1500465599999,147.88482624,463,1894287.00000000,88.37537857,99675330.79189950
1500465600000,0.00004695,0.00004900,0.00004650,0.00004796,274201.00000000,1500508799999,12.96428060,73,142438.00000000,6.77906282,99527445.78039950
1500508800000,0.00004681,0.00004837,0.00004300,0.00004593,1715173.00000000,1500551999999,79.48690911,279,678346.00000000,32.27184692,99667268.15739950
1500552000000,0.00004591,0.00004698,0.00004125,0.00004125,3175534.00000000,1500595199999,141.45396558,1425,1061395.00000000,48.73456893,99447672.05739950
1500595200000,0.00004149,0.00004412,0.00003946,0.00004041,1501261.00000000,1500638399999,61.83501363,1047,627342.00000000,26.01651775,99694166.85989950
1500638400000,0.00004041,0.00004217,0.00004039,0.00004169,1001559.00000000,1500681599999,41.49960765,1090,694670.00000000,28.75558589,99753615.34889950
1500681600000,0.00004170,0.00004335,0.00004018,0.00004273,2111862.00000000,1500724799999,87.74634460,1322,1182835.00000000,49.29381055,99971958.91489950
1500724800000,0.00004270,0.00004273,0.00004153,0.00004178,727763.00000000,1500767999999,30.53539837,1023,274850.00000000,11.51153277,99976167.81489950
1500768000000,0.00004182,0.00004269,0.00004006,0.00004201,3986499.00000000,1500811199999,166.71608313,1228,3167040.00000000,132.59572949,99996710.98789950
1500811200000,0.00004203,0.00004399,0.00004179,0.00004339,1866237.00000000,1500854399999,79.68382924,1105,1581271.00000000,67.57604151,100000765.21589950
1500854400000,0.00004336,0.00004343,0.00004199,0.00004208,841345.00000000,1500897599999,35.94451530,1035,326628.00000000,13.98167016,100035602.28789950
1500897600000,0.00004206,0.00004238,0.00004198,0.00004219,632036.00000000,1500940799999,26.66682840,969,377770.00000000,15.94134134,100056897.18789950
1500940800000,0.00004220,0.00004221,0.00004114,0.00004123,583948.00000000,1500983999999,24.33095329,914,241589.00000000,10.07138861,100167846.35289950
1500984000000,0.00004123,0.00004227,0.00004100,0.00004137,783359.00000000,1501027199999,32.58422249,1040,491219.00000000,20.46525940,100230750.20689950
1501027200000,0.00004136,0.00004265,0.00004129,0.00004197,1327248.00000000,1501070399999,55.86577044,1181,920418.00000000,38.76438248,100231549.10689950
1501070400000,0.00004197,0.00004201,0.00004007,0.00004172,567150.00000000,1501113599999,23.61600853,989,276618.00000000,11.53349939,100258243.69829950
1501113600000,0.00004173,0.00004210,0.00004048,0.00004084,1454707.00000000,1501156799999,59.72730659,1327,709809.00000000,29.16017058,100330680.81729950
1501156800000,0.00004083,0.00004162,0.00003924,0.00004055,1706777.00000000,1501199999999,68.94129760,1387,1031215.00000000,41.76563962,100338868.20993587
1501200000000,0.00004054,0.00004057,0.00003780,0.00003793,2238400.00000000,1501243199999,87.24159109,1596,1047873.00000000,40.88633280,100415930.92093587
1501243200000,0.00003795,0.00003799,0.00003711,0.00003753,957647.00000000,1501286399999,35.98679435,1386,450527.00000000,16.94104261,100419977.92093587
1501286400000,0.00003745,0.00004068,0.00003711,0.00004011,2241410.00000000,1501329599999,87.47171765,1530,1451085.00000000,56.62295267,100212642.48393587
1501329600000,0.00004020,0.00004024,0.00003956,0.00003963,951209.00000000,1501372799999,37.93899112,1213,443471.00000000,17.70377827,100212642.48393587
1501372800000,0.00003970,0.00004040,0.00003940,0.00003984,1047002.00000000,1501415999999,41.59906468,1248,581827.00000000,23.12433200,100210249.37393587
1501416000000,0.00003966,0.00003967,0.00003710,0.00003899,1034784.00000000,1501459199999,40.38413393,1297,409205.00000000,15.99533224,100210095.71393587
1501459200000,0.00003901,0.00003950,0.00003752,0.00003755,1054333.00000000,1501502399999,40.45854584,1270,487494.00000000,18.70546855,100206524.84393587
1501502400000,0.00003762,0.00003763,0.00003642,0.00003654,1181856.00000000,1501545599999,43.56393028,1284,408403.00000000,15.05114610,100206524.84393587
1501545600000,0.00003651,0.00003658,0.00003540,0.00003540,1356428.00000000,1501588799999,49.12209936,1273,459262.00000000,16.66818497,100817752.44693587
1501588800000,0.00003546,0.00003746,0.00003531,0.00003663,1661859.00000000,1501631999999,61.03154468,1499,1029692.00000000,37.80976017,100870577.26993587
1501632000000,0.00003660,0.00003699,0.00003612,0.00003648,1321021.00000000,1501675199999,48.27139700,1285,701459.00000000,25.65128530,100860934.46293587
1501675200000,0.00003651,0.00003800,0.00003634,0.00003728,1266905.00000000,1501718399999,46.92328689,1280,822186.00000000,30.46632840,100879461.37223587
1501718400000,0.00003728,0.00003739,0.00003637,0.00003660,1148287.00000000,1501761599999,42.52269496,1276,575869.00000000,21.35817128,100906454.27223587
1501761600000,0.00003657,0.00003868,0.00003598,0.00003835,1677695.00000000,1501804799999,62.43585918,1457,1088614.00000000,40.61846124,100906454.27223587
1501804800000,0.00003830,0.00003837,0.00003689,0.00003713,1778421.00000000,1501847999999,66.64846614,1494,769566.00000000,28.85792380,101166432.52223587
1501848000000,0.00003720,0.00003785,0.00003713,0.00003756,911164.00000000,1501891199999,34.05592567,1219,522799.00000000,19.55074067,101178347.52223587
1501891200000,0.00003765,0.00004500,0.00003540,0.00004010,2961210.00000000,1501934399999,114.74248773,1391,1418906.00000000,55.64399488,101272079.58923587
1501934400000,0.00003951,0.00004020,0.00003751,0.00003988,1353276.00000000,1501977599999,53.56140340,1229,817801.00000000,32.45151403,101614056.80123587
1501977600000,0.00003965,0.00004084,0.00003931,0.00004039,1881588.00000000,1502020799999,75.34364934,1491,1289394.00000000,51.64774555,101532288.70123587
1502020800000,0.00004038,0.00004062,0.00004022,0.00004059,1114585.00000000,1502063999999,45.08057366,1270,694426.00000000,28.09385997,101521104.70123587
1502064000000,0.00004059,0.00004282,0.00004059,0.00004282,2563383.00000000,1502107199999,107.82343272,2455,1695111.00000000,71.17085593,101392293.26390453
1502107200000,0.00004280,0.00004438,0.00004272,0.00004414,3203877.00000000,1502150399999,140.39127247,3404,1786015.00000000,78.28459342,101410539.42090453
1502150400000,0.00004409,0.00005833,0.00004402,0.00005790,7674364.00000000,1502193599999,381.44545199,4483,5682185.00000000,281.05787133,101356734.94590453
1502193600000,0.00005787,0.00006600,0.00005560,0.00006600,4039081.00000000,1502236799999,243.87072085,3857,2501738.00000000,151.32362799,101304677.25990453
1502236800000,0.00006560,0.00007716,0.00005800,0.00007105,8118239.00000000,1502279999999,577.88577786,5109,5018445.00000000,358.27000759,101113876.99190453
1502280000000,0.00007105,0.00007446,0.00007046,0.00007446,4560282.00000000,1502323199999,329.73256366,4094,3036878.00000000,219.62794336,101171346.48190453
1502323200000,0.00007394,0.00009058,0.00007319,0.00008900,6113384.00000000,1502366399999,512.65927838,4675,3893398.00000000,325.48928104,101170812.14890453
1502366400000,0.00008900,0.00010246,0.00007200,0.00010218,5632263.00000000,1502409599999,523.31151446,4838,3664107.00000000,342.61520024,101210601.38700453
1502409600000,0.00010218,0.00010329,0.00008911,0.00010180,7020168.00000000,1502452799999,678.73102719,6280,3373555.00000000,326.98435661,101057313.71300453
1502452800000,0.00010162,0.00011088,0.00009989,0.00010739,4204715.00000000,1502495999999,441.95552982,7345,2563698.00000000,269.63060389,100927789.83890453
1502496000000,0.00010744,0.00011881,0.00009216,0.00011868,7419561.00000000,1502539199999,771.44107670,5618,4956316.00000000,517.88639483,101044638.65590453
1502539200000,0.00011865,0.00012121,0.00011411,0.00011524,3964228.00000000,1502582399999,470.03937566,5648,2048087.00000000,243.59760907,101166788.12170453
1502582400000,0.00011524,0.00013388,0.00011366,0.00013271,4645571.00000000,1502625599999,581.74559869,6286,2577549.00000000,323.41944883,101409941.14180453
1502625600000,0.00013271,0.00024998,0.00013271,0.00021200,11169222.00000000,1502668799999,1948.06366310,12379,6359609.00000000,1098.52201910,101325966.43480453
1502668800000,0.00021394,0.00035920,0.00017660,0.00035000,15723340.00000000,1502711999999,4513.18734493,17049,8815199.00000000,2586.82346102,101799493.25070453
1502712000000,0.00034999,0.00035000,0.00020500,0.00030296,8271488.00000000,1502755199999,2524.70322199,15700,4199094.00000000,1283.42432907,101694518.88049713
1502755200000,0.00030292,0.00032998,0.00022023,0.00027498,6263203.00000000,1502798399999,1657.21165408,10717,2799363.00000000,743.31966815,101807296.66849713
1502798400000,0.00027399,0.00030300,0.00025000,0.00025651,3921951.00000000,1502841599999,1097.12197608,8108,1930365.00000000,542.98426823,101765942.13649713
1502841600000,0.00025625,0.00029449,0.00025405,0.00028896,6887190.00000000,1502884799999,1943.04826980,9415,3950252.00000000,1115.83547191,101944819.64749713
1502884800000,0.00028896,0.00033797,0.00028599,0.00032900,7244325.00000000,1502927999999,2246.92120256,22267,4295869.00000000,1334.40710865,102045569.68920314
1502928000000,0.00032900,0.00033871,0.00030600,0.00033857,9128369.00000000,1502971199999,2972.58253183,18718,5356520.00000000,1744.70226443,102177310.61720314
1502971200000,0.00033884,0.00048949,0.00033854,0.00045874,12242431.00000000,1503014399999,4894.78311772,20798,5878195.00000000,2348.82869399,102107970.83020314
1503014400000,0.00045498,0.00064787,0.00044101,0.00059616,11780911.00000000,1503057599999,6376.54880030,19183,5988301.00000000,3216.33580415,102155136.30059894
1503057600000,0.00059601,0.00060900,0.00050000,0.00058699,5694649.00000000,1503100799999,3197.31372122,13721,2709023.00000000,1521.98679873,102060278.19759894
1503100800000,0.00058699,0.00058700,0.00043501,0.00050900,8431856.00000000,1503143999999,4253.24984418,18175,4391505.00000000,2219.91678715,102030956.89759894
1503144000000,0.00050856,0.00052999,0.00045300,0.00049773,3468283.00000000,1503187199999,1778.09935316,10737,1704629.00000000,878.20590213,102089246.34669894
1503187200000,0.00047830,0.00059660,0.00045016,0.00058760,10240236.00000000,1503230399999,5644.74044982,20661,5229993.00000000,2880.19781971,102066416.13519894
1503230400000,0.00058780,0.00065000,0.00055298,0.00061840,7870093.00000000,1503273599999,4789.03589639,19734,4064781.00000000,2471.95998539,101940747.09294555
1503273600000,0.00061831,0.00071970,0.00059001,0.00063894,10785480.00000000,1503316799999,7239.75075397,26665,5220269.00000000,3508.14572818,101912752.05794555
1503316800000,0.00063895,0.00068813,0.00061600,0.00068200,6592431.00000000,1503359999999,4363.33534841,20519,2291982.00000000,1505.20660913,101795787.45558448
1503360000000,0.00068200,0.00068789,0.00053888,0.00063851,8164763.00000000,1503403199999,5193.58389570,24847,3803674.00000000,2424.85547796,101662953.35645857
1503403200000,0.00063822,0.00064300,0.00060188,0.00060747,5360591.00000000,1503446399999,3378.32009879,18320,2653310.00000000,1673.51929966,101416701.95380223
1503446400000,0.00060744,0.00069799,0.00060101,0.00065985,8253741.00000000,1503489599999,5423.52153510,27118,4278974.00000000,2814.34539703,101498874.24002764
1503489600000,0.00065985,0.00065986,0.00061447,0.00063112,7710161.00000000,1503532799999,4920.25232569,26227,3606695.00000000,2304.41004405,101386620.37154195
