OPEN_TIME,OPEN,HIGH,LOW,CLOSE,VOLUME,CLOSE_TIME,QUOTE_VOL,NUM_TRADES,TAKE_BASE_VOL,TAKE_QUOTE_VOL,EXTRA
1506729600000,0.00007000,0.00055555,0.00007000,0.00015000,511084.00000000,1506772799999,84.48266078,1570,237100.00000000,39.05853700,1527647.99733100
1506772800000,0.00015000,0.00015292,0.00014000,0.00014119,724979.00000000,1506815999999,106.04332392,4746,302670.00000000,44.33061558,2145566.45688000
1506816000000,0.00014119,0.00014856,0.00013901,0.00014156,485479.00000000,1506859199999,69.60700554,4147,214094.00000000,30.76056295,2578692.27903800
1506859200000,0.00014253,0.00014798,0.00013500,0.00013665,442948.00000000,1506902399999,62.26758782,3839,217516.00000000,30.69642511,3042072.56688000
1506902400000,0.00013634,0.00014182,0.00013161,0.00013379,900117.00000000,1506945599999,123.07617069,6349,456950.00000000,62.64707104,3211376.17218100
1506945600000,0.00013382,0.00013847,0.00012752,0.00013050,1208107.00000000,1506988799999,158.31238439,8384,585116.00000000,76.76217152,3565623.04930700
1506988800000,0.00013026,0.00013426,0.00012372,0.00012643,1340931.00000000,1507031999999,172.85979984,9299,663152.00000000,85.42896094,3686600.14942600
1507032000000,0.00012607,0.00013126,0.00012091,0.00013084,1319624.00000000,1507075199999,166.68072244,9173,594923.00000000,75.22383938,3848993.42190900
1507075200000,0.00013086,0.00013459,0.00012420,0.00012620,1339220.00000000,1507118399999,173.50921621,9245,634978.00000000,82.42162001,3898762.90324300
1507118400000,0.00012621,0.00013144,0.00012461,0.00013040,1210259.00000000,1507161599999,155.29339711,8958,611549.00000000,78.58740946,4131642.09593400
1507161600000,0.00013040,0.00013104,0.00012101,0.00012751,1180817.00000000,1507204799999,150.85250167,8605,578286.00000000,74.08856891,4124242.80292500
1507204800000,0.00012750,0.00013287,0.00012500,0.00012603,1153011.00000000,1507247999999,148.57990297,8541,594534.00000000,76.68890980,4243362.73619200
1507248000000,0.00012603,0.00012898,0.00012499,0.00012594,1257660.00000000,1507291199999,159.89896026,8779,668070.00000000,85.07824206,4272123.69484600
1507291200000,0.00012601,0.00012734,0.00011000,0.00011611,1241486.00000000,1507334399999,151.02286081,8866,587718.00000000,71.62315052,4338718.53209700
1507334400000,0.00011611,0.00012397,0.00011322,0.00011598,1219459.00000000,1507377599999,143.66344706,8664,612637.00000000,72.28836698,4508111.90706800
1507377600000,0.00011598,0.00012357,0.00011270,0.00012162,1165772.00000000,1507420799999,137.10672698,8368,560099.00000000,65.97757729,4702263.71959500
1507420800000,0.00012162,0.00012204,0.00011748,0.00011796,1061005.00000000,1507463999999,127.81597929,7998,533156.00000000,64.29402124,4846391.16585900
1507464000000,0.00011802,0.00011886,0.00010676,0.00010901,1254795.00000000,1507507199999,141.52841949,8326,567920.00000000,64.34887351,4855294.10575000
1507507200000,0.00010804,0.00011097,0.00010000,0.00010713,1188183.00000000,1507550399999,127.77471715,8130,541330.00000000,58.27961116,4933259.49236100
1507550400000,0.00010732,0.00011470,0.00009546,0.00009952,1111783.00000000,1507593599999,112.61422080,6296,466685.00000000,47.66199712,5066325.63292000
1507593600000,0.00009952,0.00010188,0.00009301,0.00009956,947985.00000000,1507636799999,91.78899761,6877,477552.00000000,46.32596940,5326953.45600600
